stock_code,description,total_revenue,total_quantity,total_orders,avg_unit_price
22233,JIGSAW RABBIT AND BIRDHOUSE,607.7299999999999,597,105,1.286330275229358
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,607.23,133,59,4.667118644067797
72598,SET/12 TAPER CANDLES,605.89,607,93,1.2690526315789472
22595,CHRISTMAS GINGHAM HEART,605.8,649,54,1.1770370370370369
22999,TRAVEL CARD WALLET VINTAGE LEAF,605.78,1415,117,0.48099173553719005
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,605.48,478,42,2.6080952380952382
22232,JIGSAW TOADSTOOLS 3 PIECE,604.4599999999999,690,83,1.0685542168674698
23520,EMBROIDERED RIBBON REEL RUBY,604.3,168,32,3.960909090909091
22255,FELT TOADSTOOL  SMALL,602.63,629,77,1.185844155844156
21159,MOODY BOY  DOOR HANGER,602.18,1127,124,1.0252000000000001
35971,ROSE FOLKART HEART DECORATIONS,600.93,462,88,1.8164835164835167
21448,12 DAISY PEGS IN WOOD BOX,600.8699999999999,349,77,1.907142857142857
85017B,ENVELOPE 50 BLOSSOM IMAGES,600.29,1077,158,0.6770440251572326
21014,SWISS CHALET TREE DECORATION,598.8199999999999,1385,119,0.6728455284552844
22266,EASTER DECORATION HANGING BUNNY,596.5,1888,92,0.5670000000000001
22642,SET OF 4 NAPKIN CHARMS STARS,596.36,269,51,2.645283018867924
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,595.85,525,85,1.8828235294117646
21292,SMALL STRIPES CHOCOLATE GIFT BAG,594.51,867,28,0.874642857142857
23377,PACK OF 12 DOLLY GIRL TISSUES,593.62,1354,133,0.557007299270073
21253,SET OF PICTURE FRAME  STICKERS,593.37,135,62,5.002698412698413
22247,BUNNY DECORATION MAGIC GARDEN,593.14,670,113,1.0170338983050846
21581,SKULLS  DESIGN  COTTON TOTE BAG,590.67,252,79,2.8841772151898732
21015,DARK BIRD HOUSE TREE DECORATION,590.13,1485,142,0.6599305555555556
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,587.86,1346,61,0.5696825396825397
23499,SET 12 VINTAGE DOILY CHALK,587.49,1315,110,0.4820869565217391
85180B,PINK HEARTS LIGHT CHAIN,587.2,271,48,3.28375
22096,PINK PAISLEY SQUARE TISSUE BOX,586.82,1373,117,0.6418253968253969
23565,EGG CUP MILKMAID HELGA,586.31,410,63,1.8453968253968254
84748,FOLK FELT HANGING MULTICOL GARLAND,585.86,208,61,3.24125
21576,LETS GO SHOPPING COTTON TOTE BAG,585.34,252,78,2.5892307692307694
22825,DECORATIVE PLANT POT WITH FRIEZE,584.37,73,28,8.479285714285714
22703,PINK CAT BOWL,583.33,360,123,1.754390243902439
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,583.23,1041,111,0.8838938053097345
85172,HYACINTH BULB T-LIGHT CANDLES,583.12,1346,43,0.6838297872340425
20832,RED FLOCK LOVE HEART PHOTO FRAME,582.03,1091,82,0.7383333333333334
22785,SQUARECUSHION COVER PINK UNION JACK,581.23,173,42,7.178571428571429
21096,SET/6 FRUIT SALAD  PAPER PLATES,581.09,1259,105,0.5745714285714285
85136A,YELLOW SHARK HELICOPTER,580.36,72,53,8.047454545454546
85144,JARDIN ETCHED GLASS CHEESE DISH,579.35,221,40,3.7988372093023255
20702,PINK PADDED MOBILE,577.79,135,42,4.343953488372093
23324,RUSTIC STRAWBERRY JAM POT LARGE,577.48,279,38,2.2357894736842105
22260,FELT EGG COSY BLUE RABBIT,577.4399999999999,552,104,1.2758878504672895
21264,WHITE GOOSE FEATHER TREE 60CM,575.55,285,48,2.354081632653061
22820,GIFT BAG BIRTHDAY,575.4200000000001,940,77,0.6137179487179487
23125,6PC WOOD PLATE SET DISPOSABLE,574.88,459,38,1.9131578947368422
22337,ANGEL DECORATION PAINTED ZINC,574.5400000000001,912,77,0.7082051282051283
21675,BUTTERFLIES STICKERS,573.36,634,110,1.1361261261261262
21468,BUTTERFLY CROCHET FOOD COVER,572.23,148,66,4.010606060606061
85130D,BEADED CRYSTAL HEART PINK LARGE,569.29,565,62,1.5017460317460318
21251,DINOSAUR HEIGHT CHART STICKER SET,568.98,182,46,3.5830434782608696
23069,EDWARDIAN PHOTO FRAME,568.71,90,32,6.4381818181818184
23219,LAUREL STAR ANTIQUE SILVER,568.6,430,61,1.52765625
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,568.13,61,43,9.327209302325581
23381,PACK OF 12 VINTAGE LEAF TISSUES,567.9499999999999,1509,80,0.47397590361445785
21899,GARAGE KEY FOB,567.76,780,147,0.9047999999999999
23413,VINTAGE COFFEE GRINDER BOX,566.1800000000001,110,30,6.217096774193548
22482,BLUE TEA TOWEL CLASSIC DESIGN,565.86,478,53,1.2656603773584905
22272,FELTCRAFT DOLL MARIA,564.9200000000001,196,48,3.0626530612244904
85019A,ROMANTIC IMAGES NOTEBOOK SET,564.35,414,33,2.033333333333333
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,562.2199999999999,364,44,1.916818181818182
84569D,PACK 6 HEART/ICE-CREAM PATCHES,561.87,468,98,1.3728282828282827
21219,SET/4 BADGES BALLOON GIRL,561.84,448,89,1.4985555555555556
85032D,YULETIDE IMAGES GIFT WRAP SET,561.34,687,93,1.1588297872340425
71279,PINK GLASS CANDLEHOLDER,561.32,176,38,3.6590000000000003
22286,"DECORATION , WOBBLY RABBIT , METAL",560.93,319,48,2.1029411764705883
84912A,PINK ROSE WASHBAG,560.62,156,74,3.5262162162162163
85016,SET OF 6 VINTAGE NOTELETS KIT,560.11,563,42,2.0207142857142855
85163A,WHITE BAROQUE WALL CLOCK,559.0,66,32,11.20625
21849,SILVER DIAMANTE PEN IN GIFT BOX,558.83,175,66,3.8204347826086957
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,558.42,331,38,2.3194871794871794
23451,SQUARE MINI PORTRAIT FRAME,558.12,278,52,2.2674074074074073
21194,PINK  HONEYCOMB PAPER FAN,558.07,499,65,1.6838805970149253
90062,CARNIVAL BRACELET,558.03,44,26,12.656538461538462
21662,VINTAGE GLASS COFFEE CADDY,557.3000000000001,86,26,8.161538461538461
85187,S/12 MINI RABBIT EASTER,556.53,337,69,1.8753521126760564
23074,EMBOSSED HEART TRINKET BOX,555.59,250,48,2.6120408163265303
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,554.78,451,82,1.8233734939759036
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,554.6,172,62,3.8176923076923077
17129F,BLUE GLASS GEMS IN BAG,553.8299999999999,588,57,1.37
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,553.8,476,93,1.8128723404255318
79030G,TUMBLER NEW ENGLAND,553.53,1267,53,1.3900000000000001
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,553.07,201,34,4.017058823529412
23473,WOODLAND SMALL RED FELT HEART,552.85,679,51,0.9509615384615384
47563A,RETRO LONGBOARD IRONING BOARD COVER,552.76,286,105,2.571132075471698
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,551.96,249,40,2.555365853658537
35965,FOLKART HEART NAPKIN RINGS,551.13,366,69,2.3904347826086956
35599B,BLACK CHRISTMAS TREE 120CM,551.13,217,27,3.4596296296296294
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,550.64,463,97,1.8204040404040405
22903,CALENDAR FAMILY FAVOURITES,550.6,193,59,3.033728813559322
21397,BLUE POLKADOT EGG CUP,550.43,1075,65,1.0604615384615383
23456,MEDIUM PARLOUR PICTURE FRAME,550.0,136,34,4.126470588235295
22261,FELT EGG COSY WHITE RABBIT,549.81,585,107,1.1205172413793103
23549,WRAP BIRD GARDEN,548.1,1305,52,0.42
21128,GOLD FISHING GNOME,546.6,68,36,10.019166666666667
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,546.49,251,27,2.516774193548387
84598,BOYS ALPHABET IRON ON PATCHES,546.04,1975,99,0.38494949494949493
22023,EMPIRE BIRTHDAY CARD,543.76,1218,146,0.5986486486486486
22513,DOORSTOP FOOTBALL DESIGN,543.65,153,67,4.653235294117647
23398,HANGING HEART BONHEUR,538.75,610,69,1.0375641025641025
22496,SET OF 2 ROUND TINS DUTCH CHEESE,538.0600000000001,254,79,3.028
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,536.41,449,35,2.384857142857143
22717,CARD DOG AND BALL,535.78,1229,131,0.5551908396946565
82613D,METAL SIGN CUPCAKE SINGLE HOOK,535.49,697,111,1.3680357142857142
85088,CANDY SPOT HAND BAG,534.83,259,51,2.3871153846153845
23660,HENRIETTA HEN MUG,534.66,306,42,2.2404761904761905
85114c,RED ENCHANTED FOREST PLACEMAT,534.66,162,35,3.298
22521,CHILDS GARDEN TROWEL PINK,533.16,618,104,0.9143636363636364
22543,MINI JIGSAW BAKE A CAKE,531.64,1455,55,0.49912280701754386
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,530.6,448,94,1.7973404255319148
35241,ENAMEL BLUE RIM BISCUIT BIN,530.49,103,44,5.912272727272727
21801,CHRISTMAS TREE DECORATION WITH BELL,530.26,1251,125,0.42296
21270,ANTIQUE CREAM CUTLERY CUPBOARD,530.19,50,36,11.344722222222224
23139,SINGLE WIRE HOOK PINK HEART,530.15,415,27,1.6072413793103448
22709,WRAP WEDDING DAY,528.5,1325,39,0.41641025641025636
21059,PARTY INVITES DINOSAURS,528.2299999999999,611,94,0.9231914893617021
23060,HEART BEADED TRELLIS DECORATION,528.1700000000001,249,42,2.2197727272727272
22707,WRAP MONSTER FUN,527.94,1257,49,0.42
22248,DECORATION  PINK CHICK MAGIC GARDEN,525.9399999999999,594,109,1.0386607142857143
85135B,BLUE DRAGONFLY HELICOPTER,524.5500000000001,65,45,8.051739130434783
22861,EASTER TIN CHICKS IN GARDEN,522.93,305,50,2.0107999999999997
85025C,PINK HEART SHAPE PHOTO FRAME,522.56,322,39,2.0485365853658535
23537,WALL ART I LOVE LONDON,521.73,99,32,7.0649999999999995
23336,EGG FRYING PAN PINK,521.33,226,85,2.598390804597701
85131B,BEADED CRYSTAL HEART GREEN ON STICK,521.11,623,172,0.8377906976744186
84313B,BLUE TV TRAY TABLE,518.61,127,39,6.107435897435898
20761,BLUE PAISLEY SKETCHBOOK,517.22,123,63,4.429393939393939
21455,PAINTED YELLOW WOODEN DAISY,516.79,612,117,0.8565833333333333
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,513.02,104,36,5.247777777777778
22216,T-LIGHT HOLDER WHITE LACE,512.93,588,68,1.1177941176470587
23136,IVORY WIRE SWEETHEART LETTER TRAY,511.89,135,49,4.034081632653061
22280,POCKET BAG PINK PAISELY BROWN SPOT,510.84,469,95,1.2941237113402062
21926,RED/CREAM STRIPE CUSHION COVER,509.9,414,60,1.2468333333333335
21654,RIDGED GLASS FINGER BOWL,509.36,986,59,0.942258064516129
72819,CUPID DESIGN SCENTED CANDLES,509.07,225,43,2.9211627906976743
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,508.36999999999995,554,80,1.1018518518518519
23527,WALL ART ANIMALS AND NATURE,508.34000000000003,154,31,4.1509375
20681,PINK POLKADOT CHILDRENS UMBRELLA,506.96,140,46,4.205744680851064
21067,VINTAGE RED TEATIME MUG,506.65,319,76,1.7759493670886073
22785,SQUARECUSHION COVER PINK UNION FLAG,506.34000000000003,72,32,7.460625
82616B,FRAPPUCINO SCARF KNITTING KIT,505.69,344,73,1.956973684210526
20998,ROSE DU SUD OVEN GLOVE,505.20000000000005,185,69,2.66231884057971
23021,GLASS BONNE JAM JAR,504.97,121,27,4.4314285714285715
22286,DECORATION WOBBLY RABBIT METAL,504.46,830,67,1.225820895522388
84687,BEACH HUT SHELF W 3 DRAWERS,504.43,81,31,7.804193548387097
21925,UNION STRIPE CUSHION COVER,503.75,403,65,1.25
84509C,SET OF 4 POLKADOT PLACEMATS,502.69,131,51,4.141346153846154
23560,SET OF 6 RIBBONS COUNTRY STYLE,502.07000000000005,173,26,3.51962962962963
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,501.98,107,45,4.822666666666667
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",501.49,584,111,1.4912499999999997
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,501.44,324,85,1.9223529411764706
85231G,ORANGE SCENTED SET/9 T-LIGHTS,501.27,594,81,0.9924390243902439
23117,POPPY FIELDS CHOPPING BOARD,501.23,93,45,5.598888888888888
20766,GARDEN PATH SKETCHBOOK,501.07,124,57,4.427499999999999
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,500.90999999999997,591,57,0.9998245614035087
21972,SET OF 36 DINOSAUR PAPER DOILIES,499.08,335,65,1.6887692307692308
22050,PINK PAISLEY ROSE GIFT WRAP,498.5,1225,40,0.418
22516,CHILDS GARDEN RAKE BLUE,496.99,207,62,2.7244615384615387
84970s,HANGING HEART ZINC T-LIGHT HOLDER,496.49,238,66,2.0875757575757574
22511,RETROSPOT BABUSHKA DOORSTOP,495.2,251,54,2.802037037037037
21358,TOAST ITS - HAPPY BIRTHDAY,494.54,412,108,1.181743119266055
21850,BLUE  DIAMANTE PEN IN GIFT BOX,493.08,130,54,4.313272727272727
35598D,PINK/WHITE CHRISTMAS TREE 60CM,493.01,684,42,1.4949999999999999
46776C,WOVEN FROST CUSHION COVER,492.79,117,59,4.221525423728814
85194S,HANGING SPRING FLOWER EGG SMALL,489.17,1197,72,0.6436111111111111
35809A,ENAMEL PINK TEA CONTAINER,488.89,421,62,1.910625
21202,DOLLY HONEYCOMB GARLAND,487.11,475,25,1.7484615384615385
21867,PINK UNION JACK  LUGGAGE TAG,486.5,353,121,1.5646268656716418
21454,PAINTED PINK RABBIT,486.01,573,136,0.8597857142857143
84820,DANISH ROSE TRINKET TRAYS,484.63,261,31,3.78125
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,484.34999999999997,421,85,1.7767441860465114
23218,LAUREL STAR ANTIQUE GOLD,483.03,379,40,1.57225
21634,ASSORTED MINI MADRAS NOTEBOOK,481.95,976,28,0.8446428571428571
22638,SET OF 4 NAPKIN CHARMS CROWNS,481.88,300,52,2.2776923076923077
22230,JIGSAW TREE WITH WATERING CAN,480.91999999999996,1048,101,0.7873076923076923
21587,COSY HOUR GIANT TUBE MATCHES,480.75,197,26,2.5349999999999997
90209C,PINK ENAMEL+GLASS HAIR COMB,480.5,263,31,2.059354838709677
21741,COSY SLIPPER SHOES LARGE GREEN,480.1700000000001,147,40,3.8230000000000004
21507,ELEPHANT BIRTHDAY CARD,479.82,1122,95,0.546875
84849B,FAIRY SOAP SOAP HOLDER,478.83,266,76,2.053421052631579
20803,SMALL PINK GLASS SUNDAE DISH,478.72,945,40,1.1280487804878048
23422,PANTRY HOOK BALLOON WHISK,477.89,213,47,2.777872340425532
85049F,BABY BOOM RIBBONS,477.34,378,88,1.2898901098901099
21472,LADYBIRD + BEE RAFFIA FOOD COVER,476.41,123,37,4.1597297297297295
85093,CANDY SPOT EGG WARMER HARE,475.18,708,88,0.8860674157303371
22184,CAKE STAND VICTORIAN FILIGREE LARGE,471.86,56,35,8.427142857142856
21366,MIRRORED WALL ART PHOTO FRAMES,470.16999999999996,89,46,5.890851063829787
84674,FLYING PIG WATERING CAN,469.90000000000003,194,47,3.2540816326530617
23521,WALL ART CAT AND BIRD,469.73,143,40,4.424
20716,PARTY FOOD SHOPPER BAG,469.63,400,73,1.3158108108108109
20707,CRAZY DAISY HEART DECORATION,468.39,464,149,1.0885906040268456
20615,BLUE POLKADOT PASSPORT COVER,466.99,309,95,2.5613684210526313
20831,GOLD PHOTO FRAME,466.53000000000003,216,39,2.737948717948718
84917,WHITE HAND TOWEL WITH BUTTERFLY,466.3,184,27,3.976666666666667
22647,CERAMIC LOVE HEART MONEY BANK,466.18,732,45,1.405111111111111
23379,PACK OF 12 RED APPLE TISSUES,465.36,1220,76,0.5376623376623376
21374,MIRRORED WALL ART SKULLS,463.79,304,46,2.366739130434783
23455,SMALL PARLOUR PICTURE FRAME,462.45,165,33,2.8782352941176472
22517,CHILDS GARDEN RAKE PINK,462.33000000000004,206,69,2.488082191780822
20838,FRENCH LATTICE CUSHION COVER,461.45,385,57,1.8773684210526316
35598B,BLACK CHRISTMAS TREE 60CM,460.64,558,25,1.9308
21003,ROSE DU SUD CUSHION COVER,460.58,78,46,5.887391304347826
23691,WRAP KEEP CALM BIRTHDAY,460.5,1125,36,0.4183333333333333
22344,PARTY PIZZA DISH PINK POLKADOT,460.38,1228,76,0.6288311688311689
21063,PARTY INVITES JAZZ HEARTS,458.31,528,102,0.9322549019607843
21062,PARTY INVITES SPACEMAN,458.22999999999996,539,74,0.8574666666666667
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,457.61999999999995,286,25,1.7566666666666666
21220,SET/4 BADGES DOGS,457.51,348,89,1.5517777777777777
21851,LILAC DIAMANTE PEN IN GIFT BOX,454.99,141,63,4.154603174603174
22268,EASTER DECORATION SITTING BUNNY,454.5,531,75,1.0560759493670886
21415,CLAM SHELL SMALL,454.42,223,46,2.6964583333333336
84920,PINK FLOWER FABRIC PONY,453.73,117,48,4.155102040816327
84916,HAND TOWEL PALE BLUE W FLOWERS,453.39,223,29,3.9479310344827585
85169C,EAU DE NIL LOVE BIRD CANDLE,452.86,429,46,1.218913043478261
23509,MINI PLAYING CARDS FUN FAIR,452.72,1065,65,0.4845588235294117
22813,PACK 3 BOXES BIRD PANETTONE,451.84,204,31,3.4170967741935483
21061,PARTY INVITES FOOTBALL,451.7,488,83,1.0548192771084337
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,451.59,1153,49,1.0971428571428572
23548,WRAP MAGIC FOREST,451.5,1075,43,0.42
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,450.08,40,32,11.3675
20770,ABSTRACT CIRCLE JOURNAL,449.8,185,72,2.5002739726027396
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,449.39,238,57,2.5246551724137927
22598,CHRISTMAS MUSICAL ZINC TREE,447.35999999999996,994,95,0.6559183673469388
20669,RED HEART LUGGAGE TAG,447.34,304,96,1.6915841584158415
21365,MIRRORED WALL ART STARS,447.09000000000003,363,52,1.972962962962963
84600,NEW BAROQUE JEWELLERY BOX,446.89,53,25,9.4516
22486,PLASMATRONIC LAMP,446.45,71,25,8.1356
84976,RECTANGULAR SHAPED MIRROR,446.15000000000003,512,37,1.4297297297297298
22390,PAPERWEIGHT CHILDHOOD MEMORIES,445.44,268,36,2.784054054054054
22643,SET OF 4 NAPKIN CHARMS LEAVES,445.16999999999996,240,48,2.1763999999999997
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",444.63,538,96,1.4441237113402061
21656,RIDGED GLASS POSY VASE,444.58,219,47,2.208085106382979
21580,RABBIT  DESIGN  COTTON TOTE BAG,444.07,181,62,2.890483870967742
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,441.89,82,56,5.576964285714285
20768,GREEN FERN JOURNAL,441.12,177,55,2.6455357142857143
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,441.07,1421,57,0.48766666666666664
35637A,IVORY STRING CURTAIN WITH POLE,440.62,170,28,4.99
20619,TROPICAL PASSPORT COVER,439.65,262,99,2.136767676767677
21828,EIGHT PIECE SNAKE  SET,439.54,333,84,1.4748275862068965
85130C,BEADED CRYSTAL HEART BLUE  LARGE,438.87,483,46,1.0895833333333333
22545,MINI JIGSAW BUNNIES,436.09,1143,75,0.5607894736842105
35653,VINTAGE BEAD NOTEBOOK,433.19,150,52,3.3453846153846154
85168B,BLACK BAROQUE CARRIAGE CLOCK,432.78999999999996,51,35,8.475142857142856
22229,BUNNY WOODEN PAINTED WITH FLOWER,432.46,568,101,0.9327184466019417
23457,LARGE PARLOUR PICTURE FRAME,431.98,86,29,5.129666666666667
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,431.72999999999996,180,49,2.4027450980392153
23058,CHRISTMAS HANGING SNOWFLAKE,430.86,490,48,1.2252083333333335
20705,MRS ROBOT SOFT TOY,428.85,143,28,4.807142857142857
21002,ROSE DU SUD DRAWSTRING BAG,428.66,125,66,3.3995454545454544
21088,SET/6 FRUIT SALAD PAPER CUPS,428.28000000000003,1678,103,0.41398058252427183
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",428.0,683,105,1.2516981132075473
21758,VINTAGE SHELLS PRINT,427.46000000000004,50,32,9.839375
21318,GLASS CHALICE BLUE SMALL,425.08,696,49,1.3245098039215686
20934,SET/3 POT PLANT CANDLES,424.46000000000004,68,32,7.133125
72799F,IVORY PILLAR CANDLE GOLD FLOCK,424.08000000000004,145,30,3.0338709677419353
20765,CHRYSANTHEMUM SKETCHBOOK,423.55,104,59,4.239180327868852
90200E,GREEN SWEETHEART BRACELET,423.41,103,44,4.187727272727273
85136C,RED SHARK HELICOPTER,421.18,52,36,8.079444444444444
20762,GREEN FERN SKETCHBOOK,420.08,106,56,4.153214285714286
22051,BLUE SCANDINAVIAN PAISLEY WRAP,420.0,1000,39,0.42000000000000004
21129,SILVER FISHING GNOME,419.52000000000004,52,27,9.361851851851853
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,419.01000000000005,224,48,2.067142857142857
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,418.98,201,50,2.089
90114,SUMMER DAISIES BAG CHARM,417.96,167,88,2.4803409090909088
22405,MONEY BOX POCKET MONEY DESIGN,417.86,374,70,1.4268055555555557
84821,DANISH ROSE DELUXE COASTER,417.34999999999997,947,40,0.62
22214,CANDLE PLATE LACE WHITE,416.59999999999997,193,56,2.6326785714285714
21147,JINGLE BELLS TREE DECORATION,415.77,203,76,2.046493506493506
22108,PING! MICROWAVE PLATE,415.09000000000003,152,63,3.1066666666666665
21817,GLITTER CHRISTMAS TREE,414.63,912,58,0.560923076923077
21579,LOLITA  DESIGN  COTTON TOTE BAG,414.22,178,50,2.5615384615384613
21285,RETROSPOT CANDLE  MEDIUM,413.88,365,43,2.175581395348837
21884,CAKES AND BOWS GIFT  TAPE,413.76,1166,93,0.761505376344086
90161C,ANT COPPER LIME BOUDICCA BRACELET,412.74,83,50,4.986000000000001
15056p,EDWARDIAN PARASOL PINK,412.48,33,26,12.5
23415,HOME SWEET HOME HOOK,412.17999999999995,328,47,1.4517021276595745
84596E,SMALL LICORICE DES PINK BOWL,412.1,565,79,0.974
22447,PIN CUSHION BABUSHKA BLUE,410.81,137,45,3.2939999999999996
20830,SILVER PHOTO FRAME,409.83,136,37,3.0435135135135134
85203,HANGING WOOD AND FELT BUTTERFLY,409.41,896,127,0.5666165413533835
16219,HOUSE SHAPE PENCIL SHARPENER,407.71999999999997,3048,100,0.5172
22510,GINGHAM BABUSHKA DOORSTOP,406.49,211,42,2.425813953488372
35964,FOLKART CLIP ON STARS,405.25,786,100,0.8374757281553398
23339,EGG FRYING PAN BLUE,405.0,175,76,2.505974025974026
22406,MONEY BOX KINGS CHOICE DESIGN,403.46,346,84,1.5136904761904764
22134,MINI LADLE LOVE HEART RED,401.59999999999997,866,153,0.6399999999999999
22287,"DECORATION , WOBBLY CHICKEN, METAL",401.0199999999999,236,35,1.964054054054054
23576,SNACK TRAY RED VINTAGE DOILY,400.03999999999996,198,37,2.4010526315789473
23039,T-LIGHT HOLDER SILVER HEART HANDLE,399.71,199,28,2.3906896551724137
22345,PARTY PIZZA DISH BLUE POLKADOT,399.62,1120,71,0.5925675675675676
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,399.02,37,26,11.486666666666666
21131,GOLD STANDING GNOME,398.02,106,28,5.6049999999999995
84974,S/2 ZINC HEART DESIGN PLANTERS,398.0,40,28,9.95
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,395.61,5884,30,0.27483870967741936
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,395.11,129,30,3.8125806451612902
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,395.09999999999997,999,55,0.41625
22256,FELT FARM ANIMAL CHICKEN,394.15,291,50,1.5767857142857142
23661,MILK MAIDS MUG,393.59,219,33,2.2335294117647058
22048,BIRTHDAY BANQUET GIFT WRAP,393.5,975,32,0.4175
20867,PINK ROSE FABRIC MIRROR,393.46999999999997,331,62,1.3503225806451613
90200B,BLACK SWEETHEART BRACELET,392.83,93,47,4.204893617021276
84826,ASSTD DESIGN 3D PAPER STICKERS,391.93,1165,31,0.5822222222222222
23150,IVORY SWEETHEART SOAP DISH,390.75000000000006,148,49,2.9436734693877553
85232A,SET/3 POLKADOT STACKING TINS,389.55,78,29,5.624137931034483
21373,MIRRORED WALL ART SNOWFLAKES,389.04,512,47,0.8572340425531915
23337,EGG FRYING PAN MINT,388.75,180,69,2.287971014492754
35095A,BLUE VICTORIAN FABRIC OVAL BOX,388.57,925,100,0.6903
21879,HEARTS GIFT TAPE,386.77000000000004,1178,94,0.5869791666666667
20854,BLUE PATCH PURSE PINK HEART,386.32,244,41,1.6847619047619045
71053,WHITE MOROCCAN METAL LANTERN,385.29999999999995,70,26,6.595185185185185
21881,CUTE CATS TAPE,383.11,1102,79,0.6788607594936709
21197,MULTICOLOUR  CONFETTI IN TUBE,382.9599999999999,284,27,1.6192592592592592
84919,BLUE CUSHION COVER WITH FLOWER,381.78000000000003,58,29,6.534827586206896
22346,PARTY PIZZA DISH GREEN POLKADOT,381.65999999999997,1037,59,0.5911475409836066
85179A,GREEN BITTY LIGHT CHAIN,380.79,193,59,2.8252542372881355
21562,HAWAIIAN GRASS SKIRT,380.36,324,28,1.4353571428571428
16045,POPART WOODEN PENCILS ASST,380.0,8900,68,0.043478260869565216
23396,LA JARDIN BOTANIQUE CUSHION COVER,379.28,88,28,4.963793103448276
46776D,WOVEN SUNSET CUSHION COVER,378.29,89,37,4.200810810810811
90161B,ANT COPPER TURQ BOUDICCA BRACELET,377.88,76,37,4.984594594594594
21243,PINK POLKADOT PLATE,377.56,220,25,2.1284
21051,RIBBONS PURSE,377.2,192,51,2.0466666666666664
90160C,TURQ+RED BOUDICCA LARGE BRACELET,377.04,54,26,7.003076923076923
47367B,PAIR PADDED HANGERS PINK CHECK,376.27000000000004,112,43,3.3988372093023256
21284,RETROSPOT CANDLE  SMALL,376.18,404,42,2.0311627906976746
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,375.93,323,65,1.9546969696969696
84559A,3D SHEET OF DOG STICKERS,375.60999999999996,397,94,1.1461702127659574
84663A,GRASS HOPPER WOODEN WALL CLOCK,374.12,272,34,2.9629411764705886
20782,CAMOUFLAGE EAR MUFF HEADPHONES,373.57,54,27,7.462142857142857
21945,STRAWBERRIES  DESIGN FLANNEL,373.34,358,105,1.3124528301886793
16011,ANIMAL STICKERS,372.33,1773,46,0.21
21689,SILVER VANILLA  FLOWER CANDLE POT,369.87,95,26,4.273846153846154
84563A,PINK & WHITE BREAKFAST TRAY,369.84000000000003,96,35,4.716285714285714
23575,SNACK TRAY PAISLEY PARK,367.34999999999997,179,32,2.5823529411764703
22532,MAGIC DRAWING SLATE LEAP FROG,366.75,1072,73,0.4473333333333333
22265,EASTER DECORATION NATURAL CHICK,366.15000000000003,540,64,0.7780281690140846
21000,ROSE DU SUD COSMETICS BAG,365.09,97,52,3.629245283018868
23579,SNACK TRAY I LOVE LONDON,362.65,171,35,2.59
21286,RETROSPOT CANDLE  LARGE,362.12,273,30,2.675
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,361.81,688,41,1.430731707317073
85049e,SCANDINAVIAN REDS RIBBONS,360.71,109,42,3.2950000000000004
16008,SMALL FOLDING SCISSOR(POINTED EDGE),360.71,2892,70,0.13614285714285712
35954,SMALL FOLKART STAR CHRISTMAS DEC,359.6,1293,54,0.8489285714285714
